price,bedrooms,bathrooms,sqft_living,sqft_lot,yr_built,zipcode,state
755155,14,7,14273,24085,1985,75005,Texas
902202,5,1,2372,4220,1999,75005,Texas
701514,17,8,16684,41090,2019,75001,Texas
274495,9,5,6052,21843,2004,75001,Texas
1194716,2,1,1131,3972,2000,75004,Texas
1238458,7,3,6608,19247,1971,75004,Texas
1420998,8,4,3352,4948,1971,75000,Texas
308314,9,5,3030,4990,2003,75003,Texas
1033984,19,8,10653,20229,1967,75005,Texas
368605,8,5,6718,20899,2000,75002,Texas
1963922,10,6,6667,12577,1978,75004,Texas
1476351,17,7,16246,33354,1986,75000,Texas
567081,6,2,1619,4494,1977,75005,Texas
1682593,5,1,2611,10079,1959,75005,Texas
419885,18,9,16057,37750,1981,75004,Texas
1891457,3,1,1059,3438,1980,75000,Texas
607897,5,3,2620,7078,1988,75002,Texas
1462362,16,6,7473,16263,1969,75003,Texas
1722576,5,1,2193,6036,1972,75003,Texas
1560999,12,7,11931,42667,1959,75004,Texas
535784,18,8,9667,38476,1959,75001,Texas
1203567,20,10,10173,15014,1954,75002,Texas
1465698,11,5,8010,22195,1980,75005,Texas
104030,15,8,15189,23230,1950,75000,Texas
1439204,11,5,11076,32254,1982,75001,Texas
1601361,13,7,16662,31254,2014,75000,Texas
1990166,17,8,12355,26717,1991,75005,Texas
1398935,3,1,666,1924,2022,75004,Texas
874851,10,5,3924,14304,1965,75003,Texas
1498770,2,1,1214,4365,1992,75001,Texas
846369,5,4,2411,7240,1968,75002,Texas
888085,20,10,13969,46580,2000,75005,Texas
1245993,3,1,860,1651,2002,75005,Texas
1823568,16,5,11145,26199,1968,75005,Texas
229381,16,8,12375,27858,2011,75000,Texas
682643,16,6,8483,22483,1972,75002,Texas
186995,9,3,5375,7650,1960,75004,Texas
695066,1,1,676,1619,1973,75002,Texas
973710,7,3,3899,10697,2011,75001,Texas
1024263,7,2,3437,12743,2016,75005,Texas
977753,7,3,3659,8942,1975,75000,Texas
1000579,2,1,1427,3172,2022,75004,Texas
179804,14,6,10615,12735,1991,75005,Texas
1434327,18,9,7504,27190,1992,75001,Texas
636739,11,4,15247,40212,1980,75002,Texas
1427561,9,3,5055,18271,2016,75003,Texas
1569860,7,3,6832,9429,1977,75000,Texas
449609,14,6,12723,28666,2012,75004,Texas
358289,7,5,5102,15987,1983,75001,Texas
1097277,16,6,12292,33532,1977,75004,Texas
719765,7,3,4897,14476,1991,75001,Texas
1355662,10,4,5872,18237,1994,75000,Texas
1320415,20,8,18265,66666,1971,75003,Texas
982884,10,3,5422,20784,1988,75003,Texas
1640107,15,7,8563,13353,1959,75003,Texas
430996,4,2,1836,5435,1967,75004,Texas
1897156,13,7,12042,42629,2019,75001,Texas
1198723,12,6,13208,17193,1986,75003,Texas
553480,6,3,2120,2828,1996,75004,Texas
953626,15,7,11476,41065,2010,75004,Texas
1775841,3,1,1245,3805,2009,75005,Texas
1620448,11,4,15554,51558,2018,75001,Texas
1751604,12,4,13378,52594,1988,75004,Texas
379716,8,3,4301,9961,1956,75004,Texas
509126,1,1,1014,2445,1989,75003,Texas
679838,20,10,16713,59861,2013,75000,Texas
223441,20,8,17932,42012,1968,75005,Texas
1394222,8,4,4118,13896,1950,75005,Texas
696106,20,10,17559,60217,1958,75002,Texas
254752,12,5,12301,34826,1962,75001,Texas
521834,15,10,12380,16042,1988,75000,Texas
1108728,4,1,1935,7386,1991,75005,Texas
1880294,16,7,10614,42306,1974,75004,Texas
898721,19,9,7387,27880,2021,75005,Texas
974004,11,6,13565,36878,1992,75005,Texas
1683268,6,3,1624,5553,1996,75002,Texas
808514,7,3,4478,16460,1975,75005,Texas
1489120,8,2,4406,11723,1999,75000,Texas
472665,19,8,19563,29114,1994,75003,Texas
409268,18,8,16595,62680,1964,75002,Texas
1568734,10,5,3218,10327,1969,75005,Texas
899618,6,3,2620,10416,1959,75004,Texas
1909142,17,8,7576,23852,1984,75005,Texas
301133,5,1,2702,5626,1999,75001,Texas
752415,7,4,6667,24507,1961,75003,Texas
124212,10,4,5597,17767,1993,75005,Texas
319349,12,6,12085,23573,1970,75002,Texas
1147414,9,4,3467,6225,1973,75003,Texas
696484,11,5,15862,19898,2014,75001,Texas
1891004,5,1,1787,5476,1954,75003,Texas
255281,11,5,18436,45893,1986,75004,Texas
1686996,11,3,12379,29398,1955,75003,Texas
500878,7,4,4877,6418,1955,75001,Texas
1758444,12,6,17662,46944,1990,75001,Texas
1333171,18,9,12125,32148,1989,75003,Texas
883172,19,9,16706,46135,1993,75000,Texas
171173,20,9,18512,30318,1968,75003,Texas
1101585,18,9,14453,18628,2021,75001,Texas
1803665,9,6,5236,5965,1955,75002,Texas
381866,7,2,3516,10802,1964,75000,Texas
1794270,12,5,16781,59576,1988,75004,Texas
1192697,7,1,6941,20123,2019,75004,Texas
1564949,12,5,15143,54128,1971,75005,Texas
707903,6,4,2023,6791,1986,75004,Texas
1352434,3,1,1292,4965,1998,75003,Texas
1603246,11,6,18502,22382,1969,75004,Texas
305231,5,4,2331,3766,1973,75001,Texas
980588,6,3,2407,8009,1970,75003,Texas
1992609,5,4,2920,10680,1972,75003,Texas
1474646,3,1,829,1576,2002,75002,Texas
1593986,17,9,16181,41270,1988,75004,Texas
1845634,10,4,5840,16202,1982,75005,Texas
1667595,10,6,3986,12276,2006,75001,Texas
1626578,11,6,17269,63562,1954,75002,Texas
1545035,18,9,15447,32194,1964,75005,Texas
1652765,14,8,14681,29557,1996,75000,Texas
1846457,3,1,1433,5536,1985,75001,Texas
1476783,11,4,9727,33227,1952,75005,Texas
1508102,5,2,2422,9162,1989,75000,Texas
647444,6,2,2113,6006,2011,75004,Texas
265055,19,10,19466,67791,2005,75004,Texas
1891360,11,7,8186,8718,1976,75003,Texas
1871740,1,1,1373,3069,1993,75001,Texas
1789649,8,5,5604,16847,1990,75004,Texas
974927,5,1,2447,6876,1962,75003,Texas
766315,2,1,1322,5077,1962,75000,Texas
579143,16,7,16048,22111,1986,75001,Texas
854796,18,10,15146,34839,2012,75005,Texas
1167221,14,5,12135,29702,1961,75003,Texas
919054,11,6,12439,17422,1969,75004,Texas
1356273,8,4,6095,14056,2022,75002,Texas
452072,17,8,19612,21841,2002,75004,Texas
482215,16,8,10520,37091,1983,75003,Texas
1285334,10,4,3876,7798,1954,75004,Texas
1202274,2,1,578,1864,1992,75001,Texas
1668570,7,4,3230,9056,1989,75000,Texas
1909695,10,4,4806,8728,2005,75005,Texas
283524,7,5,5000,8267,1977,75001,Texas
1936439,2,1,595,1476,1986,75004,Texas
1082259,5,1,1805,3585,1964,75004,Texas
807533,10,4,6072,15509,1990,75001,Texas
1552083,14,6,7276,23334,1985,75005,Texas
853731,6,2,2110,5930,1951,75004,Texas
1531143,3,2,837,2175,1990,75003,Texas
616664,9,3,6297,17129,1957,75005,Texas
1736745,1,1,1014,3323,2002,75005,Texas
668991,12,6,7906,29403,1987,75004,Texas
862994,8,3,6061,19104,1971,75005,Texas
934851,6,3,1978,5304,1983,75001,Texas
1986367,3,1,1252,2895,1958,75000,Texas
1446981,17,8,19559,56301,1985,75005,Texas
431348,11,3,11595,28456,1982,75005,Texas
600401,17,8,11274,15122,1975,75000,Texas
676955,17,9,18410,26464,2000,75004,Texas
494428,7,3,6696,20276,1957,75005,Texas
195678,18,9,12630,42029,1981,75003,Texas
1300106,8,3,3196,9778,2019,75000,Texas
473109,8,4,6258,21497,1981,75000,Texas
908525,1,1,1395,5305,1952,75005,Texas
506604,20,10,19042,22584,1964,75005,Texas
1747333,5,2,2562,9456,2015,75002,Texas
1693151,13,7,8376,21663,1951,75000,Texas
1510677,19,10,8435,23236,1990,75004,Texas
1991697,18,9,15790,58548,1985,75003,Texas
975031,6,1,2024,2697,1964,75000,Texas
587458,14,6,18121,42062,1971,75001,Texas
904233,6,2,2687,6526,2018,75004,Texas
1834880,20,10,10108,28312,1961,75003,Texas
1890280,1,1,696,1292,2013,75001,Texas
1297883,14,6,12136,14553,1951,75003,Texas
1016084,6,2,2437,6501,2009,75001,Texas
624413,15,6,11106,44073,2008,75001,Texas
606954,16,7,15583,16532,1954,75004,Texas
593896,12,5,14656,53326,1987,75005,Texas
1186160,19,9,18047,67326,2015,75000,Texas
659826,8,5,6104,20191,1985,75005,Texas
1716648,7,2,6268,15585,1950,75002,Texas
1300313,4,1,2851,6030,1990,75004,Texas
1671192,6,3,1799,2533,1964,75001,Texas
612876,17,8,8104,11847,1954,75003,Texas
583012,1,1,879,2110,1970,75005,Texas
1036308,8,2,6905,14680,2009,75004,Texas
208180,14,5,17724,26634,1967,75000,Texas
1610905,16,6,7828,27370,1978,75000,Texas
1087845,9,4,6931,19808,2007,75003,Texas
1586454,18,7,19189,60697,1961,75003,Texas
644969,2,1,1140,3337,1954,75000,Texas
1056454,17,8,19928,52102,1969,75001,Texas
656991,20,9,10796,19093,1973,75003,Texas
168645,9,4,6190,12093,1959,75003,Texas
1224719,8,4,4715,12453,1973,75004,Texas
1025605,18,8,13395,40462,1998,75000,Texas
1231894,17,6,18211,34301,2002,75005,Texas
1488642,6,3,2361,3761,1980,75000,Texas
953978,17,8,8726,27880,1967,75004,Texas
1527435,19,8,13348,45909,1953,75005,Texas
338484,14,5,11934,43981,1994,75002,Texas
467186,12,5,15673,52908,1976,75002,Texas
158550,10,5,5174,17399,1983,75001,Texas
810054,9,5,6231,14415,2007,75000,Texas
219190,3,1,1412,4433,1995,75000,Texas
814653,16,8,14272,53191,2016,75004,Texas
1257726,16,9,19102,48706,1999,75004,Texas
1187312,3,1,1385,4815,1971,75003,Texas
1526491,20,8,14804,56202,1997,75003,Texas
1133217,1,1,1310,3329,2016,75000,Texas
369550,20,9,10297,19162,1990,75001,Texas
1319685,4,3,2098,5162,2008,75000,Texas
1830705,17,7,10355,13722,2007,75000,Texas
1443083,9,3,6786,9990,1953,75000,Texas
588261,5,3,1801,5890,1972,75000,Texas
655898,1,1,1008,3356,1985,75005,Texas
983419,16,6,7921,25321,1971,75005,Texas
850303,14,7,9504,21081,1966,75003,Texas
1496298,1,1,645,2179,1961,75005,Texas
243213,2,2,1091,2868,1957,75001,Texas
1933705,10,4,4833,15714,2000,75001,Texas
1724191,9,6,5288,16824,1977,75000,Texas
762871,16,9,18504,23205,1955,75001,Texas
1003204,2,1,1064,2259,1989,75000,Texas
847232,12,5,11662,42554,1994,75000,Texas
1530813,10,6,4169,10177,2018,75004,Texas
1512399,1,1,505,1876,1953,75000,Texas
712288,13,5,7793,9277,2002,75003,Texas
1664518,1,1,1142,3070,1992,75004,Texas
1754690,20,10,12972,18654,1964,75003,Texas
1089030,15,9,14961,25127,2010,75000,Texas
889974,2,2,1155,3087,1968,75005,Texas
635925,13,7,17529,58985,2015,75005,Texas
687517,8,3,4156,7695,1973,75000,Texas
1183727,12,7,9789,35043,1973,75003,Texas
781456,18,9,16064,45777,1996,75001,Texas
1015486,10,5,5325,5875,1986,75004,Texas
1771284,13,5,17840,60791,1988,75005,Texas
229866,6,3,2630,3915,1988,75000,Texas
551965,19,10,8527,22620,1984,75005,Texas
1403530,9,3,3133,6244,2002,75005,Texas
705276,15,7,16678,44311,1978,75001,Texas
1304937,3,1,1315,4055,2018,75005,Texas
1789425,3,2,858,2000,1975,75002,Texas
1986958,13,7,15819,23186,1978,75005,Texas
1003281,18,9,16858,19118,1967,75003,Texas
1313630,5,1,2387,3506,1968,75000,Texas
1973887,20,10,12814,24057,2003,75000,Texas
661824,3,1,1100,4040,2013,75001,Texas
1869003,5,1,1702,5831,1959,75000,Texas
1120473,13,5,10566,17791,2013,75001,Texas
1132970,16,8,15924,34180,2012,75002,Texas
404100,9,4,5356,12714,1973,75004,Texas
1477508,17,7,10528,12548,2022,75005,Texas
597855,19,10,19011,34302,1995,75000,Texas
441878,14,6,10634,28854,2014,75004,Texas
703920,10,4,5876,11430,1956,75000,Texas
252169,3,1,1132,2114,1955,75004,Texas
497447,16,8,14735,43862,1969,75000,Texas
1666696,9,5,3285,9349,1994,75005,Texas
610066,14,5,11428,25577,1965,75000,Texas
860785,2,1,1140,4334,1970,75000,Texas
1885355,17,7,18139,60644,1983,75004,Texas
1054887,19,7,16374,31887,1959,75003,Texas
1986485,7,2,6329,10033,2016,75003,Texas
1631203,9,5,4220,7251,2006,75005,Texas
526010,17,10,19366,64576,2016,75004,Texas
1027369,15,7,7370,19237,1993,75001,Texas
339607,5,1,2815,7338,2006,75005,Texas
1159178,4,1,1628,2322,1981,75003,Texas
1297369,3,1,1081,3040,2019,75004,Texas
1608797,7,3,4728,11664,2009,75001,Texas
211986,13,6,16565,50155,2001,75000,Texas
1236277,3,2,867,2727,2002,75003,Texas
1681446,17,7,14088,16651,2003,75005,Texas
410838,4,1,2574,9642,1987,75002,Texas
650094,2,1,1494,4311,1970,75002,Texas
1237728,11,5,10173,22151,1953,75000,Texas
748503,9,3,5794,13531,1959,75003,Texas
1893632,3,1,715,1433,1974,75005,Texas
1444728,10,5,4404,6727,2005,75002,Texas
813738,4,1,2980,10322,1979,75002,Texas
1858730,7,4,5184,17802,1966,75001,Texas
1134824,11,5,11664,15060,2002,75001,Texas
515169,16,6,9784,14550,1988,75002,Texas
1446440,10,3,3715,13809,1961,75004,Texas
374081,10,5,3215,4302,1975,75000,Texas
1931431,3,1,576,1568,1962,75004,Texas
451998,12,6,14344,24709,1952,75000,Texas
1271337,11,6,16227,17555,2013,75004,Texas
753417,20,9,7899,13668,1959,75003,Texas
272119,4,2,2146,6084,1979,75003,Texas
1278443,9,5,3115,10547,1997,75001,Texas
1174147,11,2,7479,28170,2008,75002,Texas
268643,5,2,2645,8184,2010,75004,Texas
1527262,5,4,1506,2427,1998,75000,Texas
556364,12,2,8803,29116,1994,75002,Texas
297877,5,3,1564,2487,1989,75003,Texas
1988977,12,5,14414,34077,1962,75002,Texas
319965,8,4,3912,4980,1964,75003,Texas
366200,16,7,16939,44945,1974,75004,Texas
1758033,14,7,17934,38642,2020,75003,Texas
1382907,6,3,1992,4514,1977,75005,Texas
1675388,8,4,5859,21251,1963,75003,Texas
1524978,13,8,16127,60320,2008,75003,Texas
504238,5,3,2605,8461,1988,75003,Texas
1382241,14,7,18229,37493,1977,75001,Texas
377567,12,5,9316,33699,2015,75000,Texas
596847,20,10,8713,32242,1966,75005,Texas
1805129,18,10,7722,28865,1988,75000,Texas
138615,1,1,1251,1941,2005,75005,Texas
1533598,1,1,1052,4003,1953,75004,Texas
735797,7,3,4070,11062,1991,75002,Texas
1627682,5,2,2984,4814,1961,75005,Texas
258787,14,7,17545,51097,1980,75001,Texas
833957,11,4,13782,51888,1968,75002,Texas
894151,14,5,15431,40652,1985,75001,Texas
960785,14,7,7307,22655,1972,75000,Texas
1757091,6,4,2543,8917,2018,75002,Texas
922206,6,3,2202,5980,2003,75004,Texas
1427364,5,1,2694,5183,2015,75003,Texas
1703748,10,4,4909,13514,1984,75004,Texas
723882,16,8,7196,8770,1999,75005,Texas
179179,3,1,1206,4655,1987,75001,Texas
754779,7,4,4765,17125,2011,75002,Texas
1619091,17,7,12646,18895,2020,75005,Texas
886353,13,4,15884,44997,2009,75004,Texas
995990,9,4,4129,16367,1970,75001,Texas
1067286,10,6,3973,14804,1978,75001,Texas
820514,15,7,17634,65750,1981,75000,Texas
1206049,7,3,4620,13001,1980,75003,Texas
967511,18,9,11230,21017,1999,75004,Texas
989257,19,8,7899,14129,1973,75000,Texas
973255,6,4,1774,5984,1983,75000,Texas
543282,7,3,5122,7384,1994,75002,Texas
767612,20,10,17714,41290,1980,75001,Texas
1653669,15,9,12673,31202,1958,75003,Texas
831365,10,3,5043,10934,1962,75001,Texas
967345,6,3,1898,6662,1999,75002,Texas
1803976,10,5,6179,14216,1976,75003,Texas
1732397,1,1,882,2312,1972,75003,Texas
1265493,11,4,19309,31931,1952,75001,Texas
204248,15,6,15515,19793,1960,75004,Texas
716712,3,1,624,1458,2021,75001,Texas
1007021,8,4,5487,10440,2010,75004,Texas
772004,13,6,15166,44075,1961,75002,Texas
1628217,3,1,1096,3004,1959,75002,Texas
271862,6,1,1651,5480,1951,75001,Texas
401245,17,7,12714,32411,1950,75005,Texas
1746550,5,1,2999,4820,2002,75004,Texas
1791272,10,2,6136,21085,2020,75005,Texas
1173341,19,8,8241,22798,1986,75001,Texas
1923357,13,6,18595,24468,1951,75003,Texas
149357,5,2,2449,3323,1989,75002,Texas
307801,17,8,7778,15669,1969,75002,Texas
269067,2,1,914,3497,1972,75004,Texas
1109430,7,3,5362,20476,1992,75005,Texas
264000,4,2,2292,5384,1987,75005,Texas
1833477,9,5,4374,11834,1979,75002,Texas
1945669,18,7,16273,58907,1975,75000,Texas
1091511,17,6,15784,27142,1991,75001,Texas
1494828,2,1,1127,1717,1971,75001,Texas
891104,15,6,19590,48958,1978,75000,Texas
615670,15,6,15989,23661,1990,75004,Texas
606534,20,10,14571,21244,1997,75005,Texas
1806867,17,7,13778,28723,1987,75005,Texas
744547,7,3,6430,19620,2001,75005,Texas
1712111,9,5,5169,9159,1954,75005,Texas
122789,5,1,1592,6228,1990,75000,Texas
1104064,12,6,9095,28245,1984,75002,Texas
1742057,6,3,2891,4404,1985,75000,Texas
227291,12,7,19422,73537,1984,75002,Texas
429756,15,7,7696,28880,1961,75005,Texas
1193155,14,6,19879,55246,1976,75001,Texas
938587,8,4,5979,15021,1952,75004,Texas
759457,13,5,9047,26896,1962,75000,Texas
1642251,3,1,1318,2442,2005,75001,Texas
1648274,8,1,3504,10571,2010,75002,Texas
1937330,13,7,18809,65561,1978,75004,Texas
407648,19,9,10818,16515,1957,75005,Texas
1239613,1,1,1490,2654,1998,75005,Texas
987836,4,2,2113,6179,1955,75002,Texas
485666,6,2,2627,10389,1980,75003,Texas
1255470,12,4,11231,18058,2011,75001,Texas
1575765,13,5,17797,25217,1952,75000,Texas
1941594,12,6,9600,14268,1986,75001,Texas
1778368,10,5,6400,11143,1993,75001,Texas
631724,11,7,10816,30895,2012,75003,Texas
1513173,14,7,18976,58813,1987,75003,Texas
633329,19,8,9665,25750,1985,75002,Texas
231844,9,4,5767,21257,1973,75001,Texas
1582447,15,8,16195,57996,1954,75001,Texas
1060639,7,4,5193,16706,1961,75000,Texas
924529,12,3,14840,33006,2006,75001,Texas
137348,13,5,12938,35344,2008,75000,Texas
1446315,5,3,2216,3060,1999,75005,Texas
1544205,15,5,19815,54506,2016,75002,Texas
1513597,2,1,1483,4975,1970,75003,Texas
621809,17,9,15885,38325,1961,75001,Texas
1952066,16,7,9597,26433,2019,75001,Texas
1436139,7,4,4381,6177,1970,75000,Texas
1903272,6,3,2432,8054,1962,75003,Texas
1743753,6,2,1884,7380,2015,75003,Texas
1961908,19,10,15316,60056,2002,75005,Texas
1609535,20,10,15384,57331,1955,75001,Texas
932242,9,2,5080,20021,1999,75003,Texas
1110301,9,4,6676,12362,1953,75005,Texas
1070381,6,1,2973,6372,1992,75005,Texas
733734,2,2,866,1676,1986,75005,Texas
1924089,12,5,12391,13145,1950,75004,Texas
409331,2,1,850,3114,2009,75000,Texas
1638565,19,7,16899,39090,1985,75003,Texas
410731,5,2,2897,10058,1979,75001,Texas
901047,5,1,1719,3806,2017,75003,Texas
352409,13,5,18637,40087,1976,75004,Texas
936301,4,1,2280,4072,1956,75003,Texas
1990860,1,1,659,1470,2021,75000,Texas
961374,14,8,12857,27762,2003,75000,Texas
1679308,18,7,16024,29914,2022,75000,Texas
896818,2,1,657,1624,1954,75002,Texas
910552,9,3,3211,12349,2001,75002,Texas
1987827,17,8,11411,26208,1982,75002,Texas
1530839,12,5,13649,37339,1969,75000,Texas
402919,17,9,13398,41409,1976,75002,Texas
169876,16,7,17542,61337,1978,75004,Texas
803279,7,1,4999,10570,1956,75004,Texas
1422729,6,4,2641,5207,2001,75005,Texas
1350169,15,6,16721,41088,1961,75000,Texas
325787,6,1,1640,6263,1954,75002,Texas
338653,14,8,16005,49468,2021,75005,Texas
1027180,1,1,1139,3866,1986,75005,Texas
993250,7,1,6778,23066,1975,75000,Texas
595426,17,9,15741,45993,1982,75005,Texas
780294,15,7,12191,31106,1957,75005,Texas
1954496,9,4,6877,27185,1994,75001,Texas
1743022,11,5,14018,15039,1969,75002,Texas
1749761,16,7,13524,26524,2006,75002,Texas
1523128,14,8,15046,56551,2008,75004,Texas
526962,14,5,11540,31247,1990,75004,Texas
483998,15,8,13699,43095,2014,75002,Texas
1937904,2,1,887,2336,1959,75001,Texas
1378872,10,5,4580,14068,1971,75004,Texas
1591387,19,9,17073,50686,2001,75000,Texas
1985899,10,3,4159,7843,1967,75003,Texas
215458,17,5,14822,38702,2008,75002,Texas
313379,11,5,13097,13816,1958,75004,Texas
1634370,6,2,2460,3390,1983,75005,Texas
242749,9,5,6929,12076,2004,75001,Texas
1065678,8,5,3489,7009,1986,75002,Texas
1468620,15,7,12304,40026,2022,75000,Texas
1333553,2,1,898,3180,1978,75005,Texas
1494906,8,4,5050,13395,1978,75001,Texas
1421258,1,1,1372,4586,1976,75003,Texas
1345836,5,3,2526,10034,2009,75002,Texas
146277,20,7,15002,16350,1996,75004,Texas
736749,4,1,2684,8285,2020,75004,Texas
905186,6,4,2446,7910,1971,75000,Texas
1922450,6,3,2979,4415,1981,75005,Texas
624529,5,2,1826,4418,1981,75005,Texas
1225543,1,1,1249,3669,1996,75002,Texas
1917050,17,7,17864,36057,1983,75003,Texas
1134921,14,6,10072,27933,1968,75001,Texas
160481,13,5,15214,33207,1985,75005,Texas
1654030,17,6,19615,29469,1990,75003,Texas
1305097,11,4,7773,27706,1994,75001,Texas
1758897,17,7,9275,10805,1978,75000,Texas
1536612,5,3,1899,2472,1978,75002,Texas
659857,16,8,15451,32400,2006,75002,Texas
338445,5,1,2982,4544,1956,75001,Texas
1488944,16,8,8424,28971,1977,75005,Texas
641567,14,7,9850,37504,1953,75002,Texas
1926098,17,7,11210,37527,1966,75000,Texas
898620,5,1,1535,4407,1952,75005,Texas
1916854,15,7,18202,31036,1983,75005,Texas
335310,9,4,5777,20771,1984,75005,Texas
102676,7,2,5535,9000,2019,75004,Texas
453840,13,5,8382,20192,1976,75004,Texas
1289612,10,5,5645,17382,1987,75000,Texas
1065315,4,1,2839,3575,1994,75000,Texas
1288024,10,5,3458,8135,2006,75000,Texas
1251498,5,1,2442,4889,1955,75005,Texas
1279119,1,1,1409,3628,2018,75004,Texas
1388978,20,10,12278,24187,2007,75004,Texas
724094,6,2,2724,4024,1985,75004,Texas
231843,11,4,14799,55425,1954,75001,Texas
1508530,13,7,17217,62809,1960,75004,Texas
1505982,2,1,883,1784,1993,75004,Texas
671767,16,7,10001,17150,1997,75005,Texas
465219,16,7,10029,15912,1985,75000,Texas
1176995,11,3,17264,53578,1992,75005,Texas
1165448,10,3,4178,8214,1987,75005,Texas
587174,17,9,16044,21087,2012,75005,Texas
619317,6,3,1987,5152,2002,75004,Texas
1533574,10,6,4291,7397,2013,75005,Texas
1670618,12,5,8039,10620,1995,75004,Texas
1473553,16,6,7973,10594,1973,75005,Texas
1292392,15,8,16457,47916,1965,75002,Texas
1266903,2,1,1170,4094,1957,75000,Texas
1234238,10,5,5181,15651,1999,75001,Texas
1872315,8,4,4273,8006,2005,75002,Texas
426571,13,6,15374,27553,1978,75002,Texas
1705578,3,2,824,3052,2005,75005,Texas
916721,2,1,688,2227,2008,75002,Texas
1236610,10,4,6247,10261,1990,75003,Texas
1420989,5,3,1612,3354,1965,75000,Texas
1705832,20,10,10944,29299,1962,75001,Texas
1132416,14,9,18434,70252,2007,75003,Texas
1792254,20,9,14281,55351,1980,75000,Texas
227844,16,8,14332,35559,1956,75005,Texas
1138105,4,1,2268,8080,2006,75002,Texas
544629,6,2,1696,4704,1966,75004,Texas
1166198,18,8,19678,40321,2004,75002,Texas
1972925,8,5,4038,11248,2022,75003,Texas
334670,13,6,18412,59607,1985,75001,Texas
1053939,9,4,6609,13994,2019,75001,Texas
1038620,2,1,559,2151,2004,75000,Texas
771276,9,3,5427,20323,1982,75003,Texas
405170,20,10,13510,21887,1955,75002,Texas
205559,8,3,5488,15775,1968,75004,Texas
557086,20,10,16128,43576,1965,75002,Texas
700964,7,3,5912,14686,2011,75001,Texas
819707,19,10,7808,23814,2011,75005,Texas
1677773,2,1,1275,2132,1961,75004,Texas
1461848,1,1,1477,2532,2019,75005,Texas
1825976,20,9,13689,26012,2014,75004,Texas
1586833,6,2,1637,5396,2022,75004,Texas
1040905,13,6,19953,34669,1985,75003,Texas
1259518,15,8,13551,34319,1975,75005,Texas
150916,5,1,1567,4913,2018,75001,Texas
178372,7,3,6069,23466,1998,75000,Texas
406960,19,9,8254,30274,1989,75002,Texas
1737233,19,9,11465,25641,1998,75003,Texas
416682,17,10,10773,25563,1993,75005,Texas
669659,12,5,8754,19078,2001,75002,Texas
1078133,14,8,12196,14269,2014,75004,Texas
1561147,19,9,16696,56533,1974,75001,Texas
1857590,1,1,1108,4003,2002,75004,Texas
253876,16,8,7420,14465,1963,75003,Texas
584761,1,1,1160,3156,1974,75004,Texas
738462,3,1,562,1304,1961,75000,Texas
1964670,11,5,19384,46476,2008,75005,Texas
1780951,20,9,16060,63421,1985,75005,Texas
264397,12,7,9565,24093,1971,75002,Texas
681948,3,1,582,1669,2005,75001,Texas
1115014,19,10,11158,40828,1972,75000,Texas
1772308,1,1,1059,1798,1951,75004,Texas
947621,9,4,3569,4238,1966,75005,Texas
1830780,5,3,2546,5327,1962,75005,Texas
1276673,1,2,879,3190,1996,75004,Texas
1362205,10,3,5240,18113,1999,75002,Texas
1311655,1,1,543,1291,1958,75002,Texas
954592,20,9,9977,18618,2001,75000,Texas
576025,17,10,10109,22808,1957,75002,Texas
1690957,8,2,4729,16051,1952,75003,Texas
861241,8,4,3144,4952,2021,75004,Texas
246665,6,1,2702,7659,2004,75003,Texas
310133,13,4,17714,25192,2006,75005,Texas
1579191,17,8,16269,48062,1982,75002,Texas
644924,3,1,1307,4886,1965,75000,Texas
799500,1,1,819,1406,2015,75005,Texas
797780,5,1,2227,4306,1956,75002,Texas
1338216,6,3,2336,6093,1966,75005,Texas
943054,14,6,13758,32142,2008,75002,Texas
625825,7,4,6500,13185,2003,75004,Texas
1111277,11,5,19656,20368,1998,75002,Texas
150138,5,2,2484,7240,1967,75005,Texas
1461094,16,10,19362,67002,1999,75000,Texas
1394069,4,2,2810,4706,2002,75005,Texas
1078821,1,1,1466,4845,2003,75001,Texas
1472159,1,1,1114,4285,2005,75005,Texas
1019837,8,4,3014,6608,1961,75004,Texas
1788416,7,3,4295,6537,1975,75002,Texas
187694,14,9,12816,15379,1986,75005,Texas
681971,11,4,11256,27909,1983,33001,Florida
834044,14,8,14603,23536,2021,33002,Florida
657045,8,5,3838,9634,1996,33003,Florida
898012,7,4,4235,12271,1963,33004,Florida
678627,20,10,16732,18737,1969,33004,Florida
144366,2,1,1120,2371,1963,33001,Florida
284299,4,3,2320,7357,1976,33004,Florida
1555987,2,1,968,2569,1972,33003,Florida
382459,3,1,817,2253,1982,33002,Florida
759837,1,1,1148,4030,1998,33005,Florida
1271729,2,1,630,1804,2003,33003,Florida
641918,11,4,19936,34097,2001,33003,Florida
1119789,18,10,13155,30221,1962,33001,Florida
1636215,3,1,1459,3206,2021,33005,Florida
1571289,3,2,1162,2191,2003,33000,Florida
1463753,6,2,1819,5234,1991,33002,Florida
1683249,18,9,15146,54458,2001,33005,Florida
523134,10,6,6379,25012,1951,33002,Florida
1517599,19,9,7910,15804,1974,33001,Florida
637162,10,4,5156,15800,1971,33003,Florida
1622275,12,5,7643,9707,1974,33004,Florida
816578,13,9,10751,15856,1988,33004,Florida
1862518,10,4,6027,23419,1988,33001,Florida
629853,5,1,1954,4754,1980,33002,Florida
305516,7,4,6198,22236,2020,33004,Florida
